"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GO_definition","GO_ontology","GO_term","group"
"675","GO:0018108","Receptor-like kinase protein","9/47","84/32782",3.85375926759077e-15,2.32810888784665e-14,5.76621396370687e-15,"HORVU.MOREX.r2.5HG0358160/HORVU.MOREX.r2.7HG0617050/HORVU.MOREX.r2.5HG0349880/HORVU.MOREX.r2.5HG0358060/HORVU.MOREX.r2.5HG0358100/HORVU.MOREX.r2.4HG0282400/HORVU.MOREX.r2.5HG0357890/HORVU.MOREX.r2.4HG0341130/HORVU.MOREX.r2.2HG0165480",9,"The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine.","BP","peptidyl-tyrosine phosphorylation","eQTL_cluster58"
"676","GO:0022857","WAT1-related protein","4/47","405/32782",0.00269210535049406,0.00653797013691414,0.00161931148901898,"HORVU.MOREX.r2.2HG0083570/HORVU.MOREX.r2.4HG0279230/HORVU.MOREX.r2.7HG0609860/HORVU.MOREX.r2.7HG0537760",4,"Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other.","MF","transmembrane transporter activity","eQTL_cluster58"
"677","GO:0030246","Dirigent protein","20/47","290/32782",3.49767080515255e-29,5.94604036875933e-28,1.47270349690634e-28,"HORVU.MOREX.r2.7HG0611600/HORVU.MOREX.r2.7HG0532400/HORVU.MOREX.r2.5HG0358160/HORVU.MOREX.r2.2HG0080580/HORVU.MOREX.r2.7HG0615950/HORVU.MOREX.r2.7HG0617050/HORVU.MOREX.r2.1HG0077380/HORVU.MOREX.r2.2HG0080620/HORVU.MOREX.r2.5HG0349880/HORVU.MOREX.r2.5HG0358060/HORVU.MOREX.r2.7HG0615980/HORVU.MOREX.r2.5HG0358100/HORVU.MOREX.r2.3HG0244130/HORVU.MOREX.r2.5HG0357930/HORVU.MOREX.r2.7HG0615760/HORVU.MOREX.r2.4HG0282400/HORVU.MOREX.r2.2HG0109960/HORVU.MOREX.r2.5HG0357890/HORVU.MOREX.r2.4HG0341130/HORVU.MOREX.r2.2HG0165480",20,"Interacting selectively and non-covalently with any carbohydrate, which includes monosaccharides, oligosaccharides and polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (alditols), by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group(s) by a hydrogen atom. Cyclitols are generally not regarded as carbohydrates.","MF","carbohydrate binding","eQTL_cluster58"
"678","GO:0034220","Cyclic nucleotide-gated channel","3/47","67/32782",0.000124057855617017,0.000421796709097857,0.000104469773151172,"HORVU.MOREX.r2.6HG0512750/HORVU.MOREX.r2.7HG0587840/HORVU.MOREX.r2.6HG0483840",3,"A process in which an ion is transported across a membrane.","BP","ion transmembrane transport","eQTL_cluster58"
"679","GO:0042626","ABC transporter ATP-binding protein","2/47","122/32782",0.0133125041827579,0.0220179875471306,0.00545337152870109,"HORVU.MOREX.r2.2HG0082090/HORVU.MOREX.r2.4HG0343360",2,"Primary active transporter of a solute across a membrane, via the reaction: ATP + H2O = ADP + phosphate, to directly drive the transport of a substance across a membrane. The transport protein may be transiently phosphorylated (P-type transporters), or not (ABC-type transporters and other families of transporters). Primary active transport occurs up the solute's concentration gradient and is driven by a primary energy source.","MF","ATPase-coupled transmembrane transporter activity","eQTL_cluster58"
"680","GO:0004124","Retrotransposon protein, putative, Ty3-gypsy subclass","2/23","27/32782",0.000163517272877033,0.00136264394064194,0.000573744817112396,"HORVU.MOREX.r2.5HG0414230/HORVU.MOREX.r2.5HG0352570",2,"Catalysis of the reaction: O3-acetyl-L-serine + hydrogen sulfide = L-cysteine + acetate.","MF","cysteine synthase activity","eQTL_cluster59"
"681","GO:0004619","Transposon protein, putative, CACTA, En/Spm sub-class, expressed","1/23","17/32782",0.011863444730383,0.0366920267130474,0.0154492744054937,"HORVU.MOREX.r2.3HG0247440",1,"Catalysis of the reaction: 2-phospho-D-glycerate = 3-phospho-D-glycerate.","MF","phosphoglycerate mutase activity","eQTL_cluster59"
"682","GO:0004775","F-box family protein","2/23","11/32782",2.57980016301119e-05,0.000403388800096005,0.000169847915829897,"HORVU.MOREX.r2.6HG0493950/HORVU.MOREX.r2.2HG0108460",2,"Catalysis of the reaction: ATP + succinate + CoA = ADP + succinyl-CoA + phosphate.","MF","succinate-CoA ligase (ADP-forming) activity","eQTL_cluster59"
"683","GO:0004784","Superoxide dismutase [Cu-Zn]","1/23","17/32782",0.011863444730383,0.0366920267130474,0.0154492744054937,"HORVU.MOREX.r2.2HG0173140",1,"Catalysis of the reaction: 2 superoxide + 2 H+ = O2 + hydrogen peroxide.","MF","superoxide dismutase activity","eQTL_cluster59"
"684","GO:0006099","Retrotransposon protein, putative, Ty1-copia subclass","3/23","66/32782",1.34112211787082e-05,0.000335280529467704,0.00014117074924956,"HORVU.MOREX.r2.3HG0209210/HORVU.MOREX.r2.6HG0493950/HORVU.MOREX.r2.2HG0108460",3,"A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle.","BP","tricarboxylic acid cycle","eQTL_cluster59"
"685","GO:0006102","Isocitrate dehydrogenase [NADP]","1/23","10/32782",0.00699489279769205,0.0291085573986631,0.012256234694174,"HORVU.MOREX.r2.3HG0209210",1,"The chemical reactions and pathways involving isocitrate, the anion of isocitric acid, 1-hydroxy-1,2,3-propanetricarboxylic acid. Isocitrate is an important intermediate in the TCA cycle and the glycoxylate cycle.","BP","isocitrate metabolic process","eQTL_cluster59"
"686","GO:0006457","Peptidyl-prolyl cis-trans isomerase","3/23","182/32782",0.00027467093816411,0.00171669336352569,0.000722818258326606,"HORVU.MOREX.r2.6HG0515070/HORVU.MOREX.r2.7HG0549280/HORVU.MOREX.r2.5HG0398330",3,"The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.","BP","protein folding","eQTL_cluster59"
"687","GO:0006535","Serine acetyltransferase","3/23","33/32782",1.6233591891153e-06,8.11679594557649e-05,3.41759829287431e-05,"HORVU.MOREX.r2.3HG0236950/HORVU.MOREX.r2.5HG0414230/HORVU.MOREX.r2.5HG0352570",3,"The chemical reactions and pathways resulting in the formation of cysteine from other compounds, including serine.","BP","cysteine biosynthetic process from serine","eQTL_cluster59"
"688","GO:0006801","Superoxide dismutase [Cu-Zn]","1/23","20/32782",0.013942970150958,0.0366920267130474,0.0154492744054937,"HORVU.MOREX.r2.2HG0173140",1,"The chemical reactions and pathways involving superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species.","BP","superoxide metabolic process","eQTL_cluster59"
"689","GO:0008652","D-3-phosphoglycerate dehydrogenase","4/23","264/32782",3.22711040076804e-05,0.000403388800096005,0.000169847915829897,"HORVU.MOREX.r2.3HG0218290/HORVU.MOREX.r2.5HG0369760/HORVU.MOREX.r2.5HG0414230/HORVU.MOREX.r2.5HG0352570",4,"The chemical reactions and pathways resulting in the formation of amino acids, organic acids containing one or more amino substituents.","BP","cellular amino acid biosynthetic process","eQTL_cluster59"
"690","GO:0009073","LURP-one-like protein","2/23","39/32782",0.00034343973651487,0.00190799853619372,0.000803367804713147,"HORVU.MOREX.r2.3HG0218290/HORVU.MOREX.r2.5HG0369760",2,"The chemical reactions and pathways resulting in the formation of aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan).","BP","aromatic amino acid family biosynthetic process","eQTL_cluster59"
"691","GO:0009423","Phospho-2-dehydro-3-deoxyheptonate aldolase","2/23","18/32782",7.1551151551364e-05,0.000715511515513641,0.000301268006532059,"HORVU.MOREX.r2.3HG0218290/HORVU.MOREX.r2.5HG0369760",2,"The chemical reactions and pathways resulting in the formation of the unsymmetrical ether derived from phosphoenolpyruvate and 5-phosphoshikimic acid formed as an intermediate in the biosynthesis of aromatic amino acids and many other compounds.","BP","chorismate biosynthetic process","eQTL_cluster59"
"692","GO:0009785","Cryptochrome-1","1/23","10/32782",0.00699489279769205,0.0291085573986631,0.012256234694174,"HORVU.MOREX.r2.5HG0389920",1,"The series of molecular signals initiated upon sensing of blue light by photoreceptor molecule, at a wavelength between 400nm and 470nm.","BP","blue light signaling pathway","eQTL_cluster59"
"693","GO:0016818","Ankyrin repeat domain protein, putative","1/23","20/32782",0.013942970150958,0.0366920267130474,0.0154492744054937,"HORVU.MOREX.r2.7HG0593010",1,"Catalysis of the hydrolysis of any acid anhydride which contains phosphorus.","MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","eQTL_cluster59"
"694","GO:0019344","RING/U-box superfamily protein","2/23","30/32782",0.000202390280621152,0.00144564486157966,0.000608692573296699,"HORVU.MOREX.r2.5HG0414230/HORVU.MOREX.r2.5HG0352570",2,"The chemical reactions and pathways resulting in the formation of cysteine, 2-amino-3-mercaptopropanoic acid.","BP","cysteine biosynthetic process","eQTL_cluster59"
"695","GO:0019430","Superoxide dismutase [Cu-Zn]","1/23","23/32782",0.016018309119763,0.0400457727994075,0.0168613780208031,"HORVU.MOREX.r2.2HG0173140",1,"Any process, acting at the cellular level, involved in removing superoxide radicals (O2-) from a cell or organism, e.g. by conversion to dioxygen (O2) and hydrogen peroxide (H2O2).","BP","removal of superoxide radicals","eQTL_cluster59"
"696","GO:0048037","Pyridoxine/pyridoxamine 5'-phosphate oxidase","1/23","20/32782",0.013942970150958,0.0366920267130474,0.0154492744054937,"HORVU.MOREX.r2.2HG0108460",1,"Interacting selectively and non-covalently with a cofactor, a substance that is required for the activity of an enzyme or other protein. Cofactors may be inorganic, such as the metal atoms zinc, iron, and copper in certain forms, or organic, in which case they are referred to as coenzymes. Cofactors may either be bound tightly to active sites or bind loosely with the substrate.","MF","cofactor binding","eQTL_cluster59"
"697","GO:0050661","Flavin-containing monooxygenase","2/23","161/32782",0.00566738863245601,0.0283369431622801,0.0119313444893811,"HORVU.MOREX.r2.3HG0218290/HORVU.MOREX.r2.5HG0369760",2,"Interacting selectively and non-covalently with nicotinamide-adenine dinucleotide phosphate, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NADP+, or the reduced form, NADPH.","MF","NADP binding","eQTL_cluster59"
"698","GO:0050896","Sensory neuron membrane protein 1","1/23","20/32782",0.013942970150958,0.0366920267130474,0.0154492744054937,"HORVU.MOREX.r2.5HG0389920",1,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism.","BP","response to stimulus","eQTL_cluster59"
"699","GO:0051287","D-3-phosphoglycerate dehydrogenase","2/23","187/32782",0.00756822492365242,0.0291085573986631,0.012256234694174,"HORVU.MOREX.r2.3HG0209210/HORVU.MOREX.r2.2HG0136390",2,"Interacting selectively and non-covalently with nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions; binding may be to either the oxidized form, NAD+, or the reduced form, NADH.","MF","NAD binding","eQTL_cluster59"
"700","GO:0042393","PHD finger alfin-like protein","7/31","30/32782",6.53849715275966e-16,8.50004629858756e-15,6.19436572366705e-15,"HORVU.MOREX.r2.2HG0120660/HORVU.MOREX.r2.2HG0103990/HORVU.MOREX.r2.4HG0287210/HORVU.MOREX.r2.1HG0052390/HORVU.MOREX.r2.3HG0256210/HORVU.MOREX.r2.2HG0141140/HORVU.MOREX.r2.5HG0436960",7,"Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of eukaroytic chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.","MF","histone binding","eQTL_cluster60"
"701","GO:0005741","Fission 1 protein","3/33","27/32782",2.67380450171686e-06,6.68451125429215e-05,4.36252313438014e-05,"HORVU.MOREX.r2.3HG0213430/HORVU.MOREX.r2.3HG0236330/HORVU.MOREX.r2.4HG0316160",3,"The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope.","CC","mitochondrial outer membrane","eQTL_cluster61"
"702","GO:0015031","Mitochondrial import inner membrane translocase subunit Tim9","4/33","319/32782",0.000288170108034141,0.00480283513390235,0.00313448187686259,"HORVU.MOREX.r2.6HG0501060/HORVU.MOREX.r2.7HG0568440/HORVU.MOREX.r2.5HG0365650/HORVU.MOREX.r2.5HG0438880",4,"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","protein transport","eQTL_cluster61"
"703","GO:0030150","Mitochondrial import inner membrane translocase subunit tim16","3/33","16/32782",5.15787523184608e-07,2.57893761592304e-05,1.68309612828662e-05,"HORVU.MOREX.r2.3HG0213430/HORVU.MOREX.r2.3HG0265320/HORVU.MOREX.r2.4HG0316160",3,"The import of proteins across the outer and inner mitochondrial membranes into the matrix. Unfolded proteins enter the mitochondrial matrix with a chaperone protein; the information required to target the precursor protein from the cytosol to the mitochondrial matrix is contained within its N-terminal matrix-targeting sequence. Translocation of precursors to the matrix occurs at the rare sites where the outer and inner membranes are close together.","BP","protein import into mitochondrial matrix","eQTL_cluster61"
"704","GO:0000413","Peptidyl-prolyl cis-trans isomerase","3/51","84/32782",0.000309250594107026,0.00583614341329475,0.00382389632879677,"HORVU.MOREX.r2.3HG0260960/HORVU.MOREX.r2.1HG0000470/HORVU.MOREX.r2.6HG0511270",3,"The modification of a protein by cis-trans isomerization of a proline residue.","BP","protein peptidyl-prolyl isomerization","eQTL_cluster62"
"705","GO:0003755","Peptidyl-prolyl cis-trans isomerase","3/51","87/32782",0.000342886282712637,0.00583614341329475,0.00382389632879677,"HORVU.MOREX.r2.3HG0260960/HORVU.MOREX.r2.1HG0000470/HORVU.MOREX.r2.6HG0511270",3,"Catalysis of the reaction: peptidyl-proline (omega=180) = peptidyl-proline (omega=0).","MF","peptidyl-prolyl cis-trans isomerase activity","eQTL_cluster62"
"706","GO:0004373","Starch synthase family protein","2/51","18/32782",0.000357314902854781,0.00583614341329475,0.00382389632879677,"HORVU.MOREX.r2.7HG0535060/HORVU.MOREX.r2.2HG0151960",2,"Catalysis of the reaction: UDP-glucose + (1,4)-alpha-D-glucosyl(n) = UDP + (1,4)-alpha-D-glucosyl(n+1).","MF","glycogen (starch) synthase activity","eQTL_cluster62"
"707","GO:0005759","F-box family protein","4/51","73/32782",5.22333614173924e-06,0.000511886941890446,0.000335393162785362,"HORVU.MOREX.r2.1HG0059670/HORVU.MOREX.r2.4HG0323910/HORVU.MOREX.r2.3HG0189770/HORVU.MOREX.r2.3HG0189730",4,"The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation.","CC","mitochondrial matrix","eQTL_cluster62"
"708","GO:0006457","Peptidyl-prolyl cis-trans isomerase","3/51","182/32782",0.00288203929698028,0.040348550157724,0.0264367514459846,"HORVU.MOREX.r2.7HG0559870/HORVU.MOREX.r2.4HG0323910/HORVU.MOREX.r2.1HG0000470",3,"The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure.","BP","protein folding","eQTL_cluster62"
"709","GO:0009501","GRAM domain-containing protein / ABA-responsive","2/51","10/32782",0.000105933230491946,0.00519072829410534,0.00340101424210984,"HORVU.MOREX.r2.7HG0535060/HORVU.MOREX.r2.2HG0151960",2,"A plastid whose main function is to synthesize and store starch.","CC","amyloplast","eQTL_cluster62"
"710","GO:0016853","Peptidyl-prolyl cis-trans isomerase","4/51","407/32782",0.00369297810750176,0.0452389818168966,0.029641008494422,"HORVU.MOREX.r2.3HG0260960/HORVU.MOREX.r2.1HG0000470/HORVU.MOREX.r2.6HG0495360/HORVU.MOREX.r2.6HG0511270",4,"Catalysis of the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5.","MF","isomerase activity","eQTL_cluster62"
"711","GO:0019252","Starch synthase family protein","2/51","15/32782",0.000245949626532215,0.00583614341329475,0.00382389632879677,"HORVU.MOREX.r2.7HG0535060/HORVU.MOREX.r2.2HG0151960",2,"The chemical reactions and pathways resulting in the formation of starch, the most important reserve polysaccharide in plants.","BP","starch biosynthetic process","eQTL_cluster62"
"712","GO:0003918","Mammalian uncoordinated homology 13, domain 2","1/24","28/32782",0.0203060132051546,0.046026963265017,0.0227997341250858,"HORVU.MOREX.r2.5HG0354360",1,"Catalysis of a DNA topological transformation by transiently cleaving a pair of complementary DNA strands to form a gate through which a second double-stranded DNA segment is passed, after which the severed strands in the first DNA segment are rejoined; product release is coupled to ATP binding and hydrolysis; changes the linking number in multiples of 2.","MF","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","eQTL_cluster63"
"713","GO:0004347","Glucose-6-phosphate isomerase","1/24","14/32782",0.0102029087730596,0.0315362634803661,0.0156216785042061,"HORVU.MOREX.r2.5HG0404130",1,"Catalysis of the reaction: D-glucose 6-phosphate = D-fructose 6-phosphate.","MF","glucose-6-phosphate isomerase activity","eQTL_cluster63"
"714","GO:0004707","Mitogen-activated protein kinase","1/24","21/32782",0.0152668779456789,0.0423288863153903,0.0209678693822367,"HORVU.MOREX.r2.1HG0015100",1,"Catalysis of the reaction: protein + ATP = protein phosphate + ADP. This reaction is the phosphorylation of proteins. Mitogen-activated protein kinase; a family of protein kinases that perform a crucial step in relaying signals from the plasma membrane to the nucleus. They are activated by a wide range of proliferation- or differentiation-inducing signals; activation is strong with agonists such as polypeptide growth factors and tumor-promoting phorbol esters, but weak (in most cell backgrounds) by stress stimuli.","MF","MAP kinase activity","eQTL_cluster63"
"715","GO:0004791","Thioredoxin reductase","1/24","10/32782",0.00729801716266076,0.0297550413205253,0.0147393393538206,"HORVU.MOREX.r2.2HG0096390",1,"Catalysis of the reaction: NADP(+) + thioredoxin = H(+) + NADPH + thioredoxin disulfide.","MF","thioredoxin-disulfide reductase activity","eQTL_cluster63"
"716","GO:0008483","Aminomethyltransferase","2/24","111/32782",0.0029868971256544,0.0253886255680624,0.0125764089501238,"HORVU.MOREX.r2.1HG0015010/HORVU.MOREX.r2.2HG0102880",2,"Catalysis of the transfer of an amino group to an acceptor, usually a 2-oxo acid.","MF","transaminase activity","eQTL_cluster63"
"717","GO:0009058","Methionine S-methyltransferase","2/24","193/32782",0.00873989836127744,0.0297550413205253,0.0147393393538206,"HORVU.MOREX.r2.1HG0015010/HORVU.MOREX.r2.2HG0102880",2,"The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones.","BP","biosynthetic process","eQTL_cluster63"
"718","GO:0009909","CONSTANS-like protein","2/24","10/32782",2.30324034021807e-05,0.000391550857837071,0.000193957081281521,"HORVU.MOREX.r2.3HG0203250/HORVU.MOREX.r2.7HG0542540",2,"Any process that modulates the frequency, rate or extent of flower development.","BP","regulation of flower development","eQTL_cluster63"
"719","GO:0019430","Superoxide dismutase [Cu-Zn]","1/24","23/32782",0.0167091598444571,0.0423288863153903,0.0209678693822367,"HORVU.MOREX.r2.2HG0096390",1,"Any process, acting at the cellular level, involved in removing superoxide radicals (O2-) from a cell or organism, e.g. by conversion to dioxygen (O2) and hydrogen peroxide (H2O2).","BP","removal of superoxide radicals","eQTL_cluster63"
"720","GO:0019904","Guanine nucleotide-binding protein G(k) subunit alpha","2/24","35/32782",0.000301153537458296,0.00341307342452736,0.00169068652608166,"HORVU.MOREX.r2.4HG0281090/HORVU.MOREX.r2.4HG0311100",2,"Interacting selectively and non-covalently with a specific domain of a protein.","MF","protein domain specific binding","eQTL_cluster63"
"721","GO:0030151","Cyclin-related family protein","1/24","11/32782",0.00802500506660653,0.0297550413205253,0.0147393393538206,"HORVU.MOREX.r2.6HG0450230",1,"Interacting selectively and non-covalently with molybdenum (Mo) ions.","MF","molybdenum ion binding","eQTL_cluster63"
"722","GO:0030170","Methionine S-methyltransferase","2/24","173/32782",0.00708085530513694,0.0297550413205253,0.0147393393538206,"HORVU.MOREX.r2.1HG0015010/HORVU.MOREX.r2.2HG0102880",2,"Interacting selectively and non-covalently with pyridoxal 5' phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5' phosphate, the biologically active form of vitamin B6.","MF","pyridoxal phosphate binding","eQTL_cluster63"
"723","GO:0042128","Nitrate reductase [NADPH]","1/24","12/32782",0.00875148274133097,0.0297550413205253,0.0147393393538206,"HORVU.MOREX.r2.6HG0450230",1,"The nitrogen metabolic process that encompasses the uptake of nitrate from the environment and reduction to ammonia, and results in the incorporation of nitrogen derived from nitrate into cellular substances.","BP","nitrate assimilation","eQTL_cluster63"
"724","GO:0043546","Nitrate reductase [NADPH]","1/24","10/32782",0.00729801716266076,0.0297550413205253,0.0147393393538206,"HORVU.MOREX.r2.6HG0450230",1,"Interacting selectively and non-covalently with the molybdopterin cofactor (Moco), essential for the catalytic activity of some enzymes, e.g. sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase. The cofactor consists of a mononuclear molybdenum (Mo-molybdopterin) or tungsten ion (W-molybdopterin) coordinated by one or two molybdopterin ligands.","MF","molybdopterin cofactor binding","eQTL_cluster63"
"725","GO:0048573","Flowering locus T","2/24","10/32782",2.30324034021807e-05,0.000391550857837071,0.000193957081281521,"HORVU.MOREX.r2.3HG0203250/HORVU.MOREX.r2.7HG0542540",2,"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species.","BP","photoperiodism, flowering","eQTL_cluster63"
"726","GO:0061505","Mammalian uncoordinated homology 13, domain 2","1/24","24/32782",0.0174295414239842,0.0423288863153903,0.0209678693822367,"HORVU.MOREX.r2.5HG0354360",1,NA,NA,NA,"eQTL_cluster63"
"727","GO:0004373","Starch synthase family protein","1/23","18/32782",0.012557085529138,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0543180",1,"Catalysis of the reaction: UDP-glucose + (1,4)-alpha-D-glucosyl(n) = UDP + (1,4)-alpha-D-glucosyl(n+1).","MF","glycogen (starch) synthase activity","eQTL_cluster64"
"728","GO:0004540","Transposon Ty1-PR3 Gag-Pol polyprotein","1/23","20/32782",0.013942970150958,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.2HG0130930",1,"Catalysis of the hydrolysis of phosphodiester bonds in chains of RNA.","MF","ribonuclease activity","eQTL_cluster64"
"729","GO:0006098","Glucose-6-phosphate 1-dehydrogenase","1/23","15/32782",0.0104747646635945,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.4HG0335670",1,"The metabolic process in which glucose-6-phosphate is oxidized to form carbon dioxide (CO2) and ribulose 5-phosphate, coupled to reduction of NADP+ to NADPH; ribulose 5-P then enters a series of reactions that can yield biosynthetic precursors (ribose-5-phosphate and erythrose-4-phosphate) and glycolytic intermediates (fructose-6-phosphate and glyceraldehyde-3-phosphate).","BP","pentose-phosphate shunt","eQTL_cluster64"
"730","GO:0006596","F-box domain containing protein","1/23","16/32782",0.0111693378748353,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.5HG0353220",1,"The chemical reactions and pathways resulting in the formation of polyamines, any organic compound containing two or more amino groups.","BP","polyamine biosynthetic process","eQTL_cluster64"
"731","GO:0006825","Copper-translocating P-type ATPase family protein, expressed","1/23","19/32782",0.0132502605698177,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0612270",1,"The directed movement of copper (Cu) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","copper ion transport","eQTL_cluster64"
"732","GO:0006879","Copper-transporting ATPase","1/23","10/32782",0.00699489279769205,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0612270",1,"Any process involved in the maintenance of an internal steady state of iron ions at the level of a cell.","BP","cellular iron ion homeostasis","eQTL_cluster64"
"733","GO:0009501","GRAM domain-containing protein / ABA-responsive","1/23","10/32782",0.00699489279769205,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0543180",1,"A plastid whose main function is to synthesize and store starch.","CC","amyloplast","eQTL_cluster64"
"734","GO:0016070","Translin family protein, expressed","1/23","12/32782",0.00838824390396853,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.2HG0130930",1,"The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage.","BP","RNA metabolic process","eQTL_cluster64"
"735","GO:0016857","UDP-glucuronate 4-epimerase 4","1/23","10/32782",0.00699489279769205,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.4HG0335670",1,"Catalysis of a reaction that alters the configuration of one or more chiral centers in a carbohydrate molecule.","MF","racemase and epimerase activity, acting on carbohydrates and derivatives","eQTL_cluster64"
"736","GO:0019252","Starch synthase family protein","1/23","15/32782",0.0104747646635945,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0543180",1,"The chemical reactions and pathways resulting in the formation of starch, the most important reserve polysaccharide in plants.","BP","starch biosynthetic process","eQTL_cluster64"
"737","GO:0019829","Copper-translocating P-type ATPase family protein, expressed","1/23","17/32782",0.011863444730383,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0612270",1,"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + cation(out) = ADP + phosphate + cation(in).","MF","ATPase-coupled cation transmembrane transporter activity","eQTL_cluster64"
"738","GO:0050897","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12","1/23","14/32782",0.00977972479757694,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.1HG0066320",1,"Interacting selectively and non-covalently with a cobalt (Co) ion.","MF","cobalt ion binding","eQTL_cluster64"
"739","GO:0060003","Copper-transporting ATPase","1/23","12/32782",0.00838824390396853,0.045046518949249,0.0270956504957889,"HORVU.MOREX.r2.7HG0612270",1,"The directed movement of copper ions out of a cell or organelle.","BP","copper ion export","eQTL_cluster64"
"740","GO:0004435","Phosphoinositide phospholipase C","1/22","10/32782",0.00669168513137042,0.0320995322210829,0.0126708679820064,"HORVU.MOREX.r2.3HG0238540",1,"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = 1,2-diacylglycerol + 1D-myo-inositol 1,4,5-trisphosphate + H(+).","MF","phosphatidylinositol phospholipase C activity","eQTL_cluster65"
"741","GO:0005758","Cox19-like CHCH family protein","1/22","12/32782",0.00802488305527072,0.0320995322210829,0.0126708679820064,"HORVU.MOREX.r2.5HG0400510",1,"The region between the inner and outer lipid bilayers of the mitochondrial envelope.","CC","mitochondrial intermembrane space","eQTL_cluster65"
"742","GO:0006298","DNA mismatch repair protein mutS","3/22","63/32782",1.01481591182031e-05,0.000121777909418438,4.80702274020149e-05,"HORVU.MOREX.r2.2HG0147780/HORVU.MOREX.r2.1HG0026060/HORVU.MOREX.r2.5HG0397320",3,"A system for the correction of errors in which an incorrect base, which cannot form hydrogen bonds with the corresponding base in the parent strand, is incorporated into the daughter strand. The mismatch repair system promotes genomic fidelity by repairing base-base mismatches, insertion-deletion loops and heterologies generated during DNA replication and recombination.","BP","mismatch repair","eQTL_cluster65"
